Para analizar los resultados podés bajar el .csv (Archivo > Descargar como),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Recordá calificar a la empresa donde estás trabajando en www.openqube.io,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Usá el código ENCUESTA en la tienda de sysarmy y llevate un 10% de descuento!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
,Esta obra está bajo una Licencia Creative Commons Atribución-NoComercial-CompartirIgual 4.0 Internacional.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dónde estás trabajando;Tipo de contrato;Salario mensual o retiro BRUTO (en tu moneda local);Salario mensual o retiro NETO (en tu moneda local);Pagos en dólares;¿Cuál fue el último valor de dólar que tomaron?;¿Qué tan conforme estás con tu sueldo?;Cómo creés que está tu sueldo con respecto al último semestre;Recibís algún tipo de bono;A qué está atado el bono;¿Tuviste ajustes por inflación durante 2021?;¿De qué % fue el ajuste total?;¿En qué mes fue el último ajuste?;Trabajo de;Años de experiencia;Años en la empresa actual;Años en el puesto actual;¿Gente a cargo?;Plataformas;Lenguajes de programación o tecnologías.;Frameworks, herramientas y librerías;Bases de datos;QA / Testing;IDEs;Cantidad de personas en tu organización;Trabajo para una empresa que no tiene oficina en mi ciudad;Actividad principal;¿La recomendás como un buen lugar para trabajar?;¿Cómo calificás las políticas de diversidad e inclusión?;Beneficios extra;Nivel de estudios alcanzado;Estado;Carrera;Universidad;Realizaste cursos de especialización;¿Contribuís a proyectos open source?;¿Programás como hobbie?;¿Tenés guardias?;Cuánto cobrás por guardia;¿Porcentaje, bruto o neto?;¿Sufriste o presenciaste situaciones de violencia laboral?;¿Tenés algún tipo de discapacidad?;¿Sentís que esto te dificultó el conseguir trabajo?;¿Cómo venís llevando la pandemia?;¿Tenés hijos/as menores de edad?;¿Con cuántas personas estás conviviendo?;¿Con quiénes convivís?;¿Tenés un espacio dedicado para el trabajo?;¿Tenés que compartir tu equipo de trabajo con alguien?;¿Qué tipo de cuarentena hiciste / estás haciendo?;¿Cambió tu situación laboral a raíz de la pandemia?;¿Qué tanto sentís que te está apoyando tu empresa/organización en esta situación?;¿Cómo se vio afectada tu empresa/organización?;¿Instauraron algún beneficio nuevo?;Tengo;Me identifico
Ciudad Autónoma de Buenos Aires;Full-Time;360000;220000;Mi sueldo está dolarizado (pero cobro en moneda local);;3;4;No;No recibo bono;Más de tres;30;7;Technical Leader;9;1;3;3;Amazon Web Services| Azure| Docker| Kubernetes| Serverless;.NET| Go| Javascript;.NET Core| React.js;Amazon DynamoDB| Redis;Ninguna de las anteriores;IntelliJ| Visual Studio Code;201-500;;Servicios / Consultoría de Software / Digital;7;8;Ninguna de las anteriores;;;;;;;;;;;;;;;;;;;;;;;;;29;Mujer Cis
Ciudad Autónoma de Buenos Aires;Full-Time;225000;179000;;;4;3;De uno a tres sueldos;Mix de las anteriores;No;0;0;Developer;15;0;6;0;Ninguna de las anteriores;Go| Groovy| Java;Spark| Spring;Ninguna de las anteriores;JUnit;IntelliJ;10001+;;Producto basado en Software;8;8;Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Comidas pagas / subvencionadas| Descuentos varios (Mercado Pago| Clarín 365| Club La Nación| etc)| Horarios flexibles;Universitario;Incompleto;Ingeniería en Sistemas de Información;UADE - Universidad Argentina De la Empresa;No;No;Sí;Sí| pasiva;0;Porcentaje de mi sueldo;Jamás;;;2;0;0;Vivo solo/a;Sí;No;3;Cambié de trabajo| pero no por la pandemia;8;Se vio beneficiada;Clases de gimnasia| Clases de meditación| Compra de accesorios (escritorio| monitor| teclado| mouse| etc);32;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;160000;95000;;;3;3;Un sueldo;Performance de la compañía;Uno;8;5;Developer;30;21;3;0;Windows Server;C#| SQL| VBA;Ninguno de los anteriores;Microsoft SQL Server| Oracle| SQLite;Ninguna de las anteriores;Visual Studio;Nov-50;;Producto basado en Software;8;7;Ninguna de las anteriores;;;;;;;;;;;;;;;;;;;;;;;;;52;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;561000;;Mi sueldo está dolarizado (pero cobro en moneda local);100;4;3;De uno a tres sueldos;Performance de la compañía;Uno;24;4;Manager / Director;20;0;4;10;Amazon Web Services| Docker| Kubernetes| Linux| Serverless;CSS| HTML| Java| Javascript| Python| TypeScript;Django| Node.js| React.js| Spring;Cassandra| MySQL| PostgreSQL;JUnit;IntelliJ| PyCharm| Vim;2001-5000;;Producto basado en Software;9;9;Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Horarios flexibles| Licencia de paternidad / maternidad extendida| Stock options / RSUs| Vacaciones flexibles (adicionales a las reglamentarias)| Viáticos;;;;;;;;;;;;;;;;;;;;;;;;;43;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;398000;278000;;;1;1;No;No recibo bono;Uno;10;3;Manager / Director;20;3;2;10;Amazon Web Services| Azure| Docker| Kubernetes| Linux;Go| Javascript| PHP| Python| SQL;Ninguno de los anteriores;Apache HBase| Cassandra| ElasticSearch| MariaDB| MongoDB| Oracle| Redis;Ninguna de las anteriores;Ninguno de los anteriores;201-500;;Otras industrias;7;0;Abono de celular| Abono de Internet| Capacitaciones y/o cursos| Clases de idiomas| Horarios flexibles| Vacaciones flexibles (adicionales a las reglamentarias)| Viáticos;;;;;;;;;;;;;;;;;;;;;;;;;40;Varón Cis
Ciudad Autónoma de Buenos Aires;Part-Time;90000;74700;;;3;2;Menos de un sueldo;Performance individual;Uno;50;4;Developer;2;2;2;0;Amazon Web Services;.NET| C#| CSS| HTML| Javascript| SQL| TypeScript;.NET Core| Angular;SQL Server| Redis;Postman| TFS;Visual Studio| Visual Studio Code;101-200;;Servicios / Consultoría de Software / Digital;8;5;Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Horarios flexibles;;;;;;;;;;;;;;;;;;;;;;;;;20;Mujer Cis
Ciudad Autónoma de Buenos Aires;Full-Time;200000;140000;;;2;2;De uno a tres sueldos;Performance grupal;Dos;43;7;Developer;15;1;1;0;Windows Server;.NET| C#| CSS| HTML| Javascript| SQL;.NET Core| Bootstrap| jQuery;Microsoft SQL Server;TFS;Visual Studio| Visual Studio Code;101-200;;Producto basado en Software;8;8;Abono de Internet| Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online;Universitario;En curso;Tecnicatura en Informática;Unahur;Sí| de forma particular;No;No;No;0;Porcentaje de mi sueldo;Jamás;;No;;;;;;;;;;;;37;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;165860;131116;;;3;2;Menos de un sueldo;Performance individual;Dos;31;6;SysAdmin / DevOps / SRE;10;4;4;0;AIX| Docker| HP-UX| Linux| VMWare;Bash/Shell| Python;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores;Sublime Text| Vi| Vim;1001-2000;;Otras industrias;8;0;Abono de celular| Descuento en gimnasios / Clases de gimnasia online| Licencia de paternidad / maternidad extendida;;;;;;;;;;;;;;;;;;;;;;;;;32;cactus
Ciudad Autónoma de Buenos Aires;Full-Time;638227;;;;4;3;3+ sueldos;Mix de las anteriores;Dos;50;7;Sr Staff engineer;16;1.5;1.5;0;Amazon Web Services| *BSD| Docker| Google Cloud Platform/App Engine;Bash/Shell| CSS| Go| Groovy| HTML| Java| Javascript| SQL;Bootstrap| Hibernate| Node.js| React.js| Spring;Amazon DynamoDB| ElasticSearch| MySQL| Redis| Teradata;Jest| JUnit;IntelliJ| Visual Studio Code| WebStorm| GoLand;2001-5000;;Producto basado en Software;10;10;Abono de celular| Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Comidas pagas / subvencionadas| Descuentos varios (Mercado Pago| Clarín 365| Club La Nación| etc)| Estacionamiento gratuito / subvencionado| Horarios flexibles| Licencia de paternidad / maternidad extendida| Vacaciones flexibles (adicionales a las reglamentarias);Universitario;Completado;Ingeniería en Informática;UNJu - Universidad Nacional de Jujuy;Sí| de forma particular;Sí;No;Sí| pasiva;0;Porcentaje de mi sueldo;En un trabajo anterior;;No;3;0;1;Pareja;Sí;No;3;No;9;Se vio beneficiada;Clases de meditación| Clases de yoga| Compra de accesorios (escritorio| monitor| teclado| mouse| etc)| Días libres extras| Pago de abono de Internet;40;Varón Cis
Ciudad Autónoma de Buenos Aires;Tercerizado (trabajo a través de consultora o agencia);150600;124800;;;3;3;No;No recibo bono;Dos;19;5;BI Analyst / Data Analyst;4;2;2;2;Amazon Web Services| Azure| Google Cloud Platform/App Engine;Ninguno de los anteriores;Ninguno de los anteriores;Amazon DynamoDB| Amazon Redshift| Amazon RDS/Aurora| ElasticSearch| Google Cloud Storage| IBM Db2| Microsoft Azure (Tables| CosmosDB| SQL| etc)| Microsoft SQL Server;Ninguna de las anteriores;Ninguno de los anteriores;201-500;;Servicios / Consultoría de Software / Digital;8;0;Abono de celular| Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Descuentos varios (Mercado Pago| Clarín 365| Club La Nación| etc);Universitario;Incompleto;Ingeniería en Sistemas de Información;UTN - Universidad Tecnológica Nacional;Sí| los pagó un empleador;No;No;No;0;Bruto;Jamás;;;3;0;0;Vivo solo/a;Sí;No;2;No;8;No la afectó;Clases de meditación| Clases de yoga| Compra de accesorios (escritorio| monitor| teclado| mouse| etc);29;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;223500;158000;Cobro parte de mi sueldo en otro país;100;4;4;De uno a tres sueldos;Performance grupal;Tres;43;7;Recruiter / HR;8;3;8;6;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores;Ninguno de los anteriores;501-1000;;Servicios / Consultoría de Software / Digital;8;7;Abono de Internet| Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Descuentos varios (Mercado Pago| Clarín 365| Club La Nación| etc)| Horarios flexibles| Licencia de paternidad / maternidad extendida| Vacaciones flexibles (adicionales a las reglamentarias);Universitario;Completado;Licenciatura en Psicología;USAL - Universidad del Salvador;Sí| de forma particular;No;No;No;0;Porcentaje de mi sueldo;Jamás;;;;;;;;;;;;;;30;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;135000;112000;;;2;3;No;No recibo bono;No;0;0;Developer;8;0;5;0;Amazon Web Services| Linux;CSS| HTML| Javascript| TypeScript;Bootstrap| React;Amazon DynamoDB;Cypress;Visual Studio;101-200;;Producto basado en Software;7;8;Abono de Internet| Capacitaciones y/o cursos| Clases de idiomas| Horarios flexibles;;;;;;;;;;;;;;;;;;;;;;;;;35;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;450000;297000;Cobro parte de mi sueldo en otro país;97;4;3;De uno a tres sueldos;Performance de la compañía;Tres;35;8;Manager / Director;7;2;1;13;Amazon Web Services| Azure| Google Cloud Platform/App Engine| Windows Server;C#| Python| SQL;Ninguno de los anteriores;Amazon Redshift| Cassandra| Microsoft Azure (Tables| CosmosDB| SQL| etc)| Microsoft SQL Server| MySQL| Oracle| PostgreSQL| SQLite| Teradata;Ninguna de las anteriores;Notepad++| PyCharm| Visual Studio| Visual Studio Code;10001+;;Servicios / Consultoría de Software / Digital;10;10;Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Horarios flexibles| Stock options / RSUs;Universitario;Incompleto;Licenciatura en psicologia;UBA - Universidad de Buenos Aires;Sí| de forma particular;No;No;No;0;Porcentaje de mi sueldo;En un trabajo anterior;;No;3;2;3;Hijos/as (tiempo completo);Sí;No;3;No;9;Se vio beneficiada;Compra de equipamiento para entrenar fisicamente;44;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;164000;125000;;;1;2;No;No recibo bono;Dos;20;6;Technical Leader;5;1;0;6;Amazon Web Services| Docker;Java| Javascript| Python| TypeScript;Node.js;Amazon DynamoDB;Postman| SoapUI;PyCharm| Visual Studio Code| Xcode;51-100;;Servicios / Consultoría de Software / Digital;6;8;Capacitaciones y/o cursos| Clases de idiomas;;;;;;;;;;;;;;;;;;;;;;;;;28;Mujer Cis
Ciudad Autónoma de Buenos Aires;Remoto (empresa de otro país);180000;180000;Cobro en dólares;;2;2;No;No recibo bono;No;0;0;Architect;20;5;5;0;Ninguna de las anteriores;C| C++;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores;Eclipse| Vi| Vim;10-Jan;Trabajo para una empresa que no tiene oficina en mi ciudad;Otras industrias;5;5;Ninguna de las anteriores;;;;;;;;;;;;;;;;;;;;;;;;;41;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;97500;80925;;;1;1;No;No recibo bono;Uno;8;4;Consultant;30;15;5;0;Linux| Windows Server;Bash/Shell| COBOL| SQL;Hadoop;Microsoft SQL Server| Oracle;Ninguna de las anteriores;Ninguno de los anteriores;201-500;;Servicios / Consultoría de Software / Digital;6;6;Abono de celular| Horarios flexibles;;;;;;;;;;;;;;;;;;;;;;;;;58;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;149500;124000;;;2;2;Un sueldo;Performance individual;Dos;25;7;Developer;13;9;2;0;Ninguna de las anteriores;SQL;Ninguno de los anteriores;MySQL| Oracle;Postman| Selenium| SoapUI;Eclipse| IntelliJ| Notepad++| Sublime Text;101-200;;Servicios / Consultoría de Software / Digital;6;7;Abono de celular| Abono de Internet| Capacitaciones y/o cursos| Estacionamiento gratuito / subvencionado| Horarios flexibles;Universitario;Incompleto;Ingeniería en Sistemas de Información;UAI - Universidad Abierta Interamericana;Sí| los pagó un empleador;No;No;No;0;Porcentaje de mi sueldo;Jamás;;;2;1;2;Familia de origen (madre/padre/hermanos/as)| Hijos/as (tiempo completo);No;No;3;No;8;Cerró oficinas| Despidió a algunas personas| No la afectó| Se vio beneficiada;Pago de abono de celular| Pago de abono de Internet;35;Mujer Cis
Ciudad Autónoma de Buenos Aires;Full-Time;80000;67500;;;2;2;No;No recibo bono;No;0;0;Data Scientist;0;0;0;0;Ninguna de las anteriores;Python| SQL;Ninguno de los anteriores;MySQL;Ninguna de las anteriores;IPython / Jupyter| Vim;201-500;;Servicios / Consultoría de Software / Digital;8;7;Abono de Internet| Capacitaciones y/o cursos| Clases de idiomas| Cuota para universidad / posgrados;Universitario;Completado;Licenciatura en Ciencias Físicas;UBA - Universidad de Buenos Aires;No| Sí| los pagó un empleador;Sí;No;No;0;Porcentaje de mi sueldo;Jamás;;;3;0;0;Vivo solo/a;No;No;3;Cambié de trabajo| pero no por la pandemia;7;No la afectó;Pago de abono de Internet;26;Mujer Cis
Ciudad Autónoma de Buenos Aires;Full-Time;240000;150000;;;2;2;Menos de un sueldo;Performance individual;Dos;17;6;Technical Leader;16;11;4;8;Linux| Windows Server;.NET| C#| Delphi| Java| SQL;Hibernate;Microsoft SQL Server| Oracle;Ninguna de las anteriores;Eclipse| Visual Studio| Visual Studio Code;501-1000;;Otras industrias;7;9;Abono de celular| Abono de Internet| Capacitaciones y/o cursos| Horarios flexibles;Universitario;Completado;Licenciatura en Informática;UNLZ;No;No;Sí;Sí| pasiva;0;Bruto;Jamás;;No;3;0;1;Pareja;Sí;No;3;No;1;Frenaron las contrataciones;Ninguna de las anteriores;40;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;220000;150000;;;2;2;No;No recibo bono;Uno;15;6;SysAdmin / DevOps / SRE;10;0;0;0;Docker| Heroku| Kubernetes| Linux| VMWare| Windows Server;Bash/Shell| Python;Ninguno de los anteriores;Cassandra| ElasticSearch| MariaDB| MongoDB| MySQL| PostgreSQL;Ninguna de las anteriores;Notepad++| Vim| Visual Studio;201-500;;Producto basado en Software;6;8;Abono de celular| Abono de Internet| Clases de idiomas| Horarios flexibles| Vacaciones flexibles (adicionales a las reglamentarias);;;;;;;;;;;;;;;;;;;;;;;;;30;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;250000;168105;;;3;3;No;No recibo bono;Uno;20;4;Developer;10;1;1;0;Amazon Web Services| Docker| Linux;Javascript| PHP;Laravel| Vue.js;MySQL;Ninguna de las anteriores;Visual Studio Code;Nov-50;;Producto basado en Software;8;10;Abono de celular| Horarios flexibles| Vacaciones flexibles (adicionales a las reglamentarias);;;;;;;;;;;;;;;;;;;;;;;;;33;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;176394;130112;Cobro en dólares, Mi sueldo está dolarizado (pero cobro en moneda local);100;3;3;No;No recibo bono;No;0;0;Developer;4;2;2;0;Ninguna de las anteriores;C#;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores;Visual Studio;10001+;;Servicios / Consultoría de Software / Digital;8;9;Abono de Internet| Clases de idiomas| Horarios flexibles| Stock options / RSUs| Sueldo divido en dos pagos por mes;Universitario;Completado;Ingeniería en Computación;UNS - Universidad Nacional del Sur;Sí| de forma particular;No;Sí;No;0;Porcentaje de mi sueldo;Jamás;;;;;;;;;;;;;;29;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;340000;224000;Cobro en dólares, Cobro parte de mi sueldo en otro país, Mi sueldo está dolarizado (pero cobro en moneda local);97.15;3;3;No;No recibo bono;No;0;0;Consultant;15;2;2;0;Amazon Web Services| Azure| Docker| Kubernetes| Linux| Serverless| Windows Server;.NET| Bash/Shell| C#| Go| Groovy| HTML| Java| Python| Ruby| SQL;.NET Core| Bootstrap| jQuery;Amazon DynamoDB| Amazon RDS/Aurora| ElasticSearch| Microsoft Azure (Tables| CosmosDB| SQL| etc)| Microsoft SQL Server| MongoDB| PostgreSQL| Redis;Postman;IntelliJ| Nano| Notepad++| Vi| Visual Studio Code;201-500;;Servicios / Consultoría de Software / Digital;8;0;Capacitaciones y/o cursos| Horarios flexibles;Universitario;Completado;Licenciatura en Informática;UADE - Universidad Argentina De la Empresa;Sí| de forma particular| Sí| los pagó un empleador;Sí;No;No;0;Porcentaje de mi sueldo;En un trabajo anterior;;;3;0;1;Pareja;Sí;No;3;No;6;Cerró oficinas| Se vio beneficiada;Almuerzo o delivery de snacks/bebidas (saludables o para after office)| Compra de accesorios (escritorio| monitor| teclado| mouse| etc);39;Prefiero no decir
Ciudad Autónoma de Buenos Aires;Part-Time;140000;104000;;;3;3;Un sueldo;Mix de las anteriores;Uno;30;4;Developer;2.5;2.5;2;0;iOS;Swift;UIKit;Ninguna de las anteriores;Ninguna de las anteriores;Xcode;2001-5000;;Otras industrias;8;9;Descuento en gimnasios / Clases de gimnasia online| Comidas pagas / subvencionadas| Horarios flexibles;Universitario;En curso;Tecnicatura en Programación;UNQ - Universidad Nacional de Quilmes;Sí| de forma particular;No;No;No;0;Bruto;;;;;;;;;;;;;;;31;Mujer Cis
Ciudad Autónoma de Buenos Aires;Full-Time;164700;130000;;;2;1;No;No recibo bono;Uno;42;8;QA / Tester;5;5;5;8;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores;Ninguno de los anteriores;501-1000;;Producto basado en Software;1;5;Abono de Internet| Sueldo divido en dos pagos por mes;Universitario;En curso;Administracion bancaria;USAL - Universidad del Salvador;No;No;No;No;0;Porcentaje de mi sueldo;Jamás;;No;4;0;0;Vivo solo/a;No;No;1;No;5;No la afectó;Pago de abono de Internet;26;Mujer Cis
Ciudad Autónoma de Buenos Aires;Full-Time;309000;204000;;;3;4;De uno a tres sueldos;Mix de las anteriores;Más de tres;57;7;Infosec;10;10;2;2;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores;Ninguno de los anteriores;2001-5000;;Otras industrias;7;7;Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Comidas pagas / subvencionadas| Descuentos varios (Mercado Pago| Clarín 365| Club La Nación| etc)| Horarios flexibles| Lactario en la oficina| Vacaciones flexibles (adicionales a las reglamentarias);;;;;;;;;;;;;;;;;;;;;;;;;34;Mujer Cis
Ciudad Autónoma de Buenos Aires;Full-Time;85000;70500;Mi sueldo está dolarizado (pero cobro en moneda local);;3;2;No;No recibo bono;No;0;0;UX;2;0;2;0;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores;Ninguno de los anteriores;1001-2000;;Servicios / Consultoría de Software / Digital;8;8;Abono de Internet| Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Descuentos varios (Mercado Pago| Clarín 365| Club La Nación| etc)| Stock options / RSUs;Universitario;Completado;Diseño Gráfico;UBA - Universidad de Buenos Aires;Sí| de forma particular| Sí| los pagó un empleador;Sí;No;No;0;Porcentaje de mi sueldo;En un trabajo anterior;;;2;0;0;Vivo solo/a;Sí;No;4;Cambié de trabajo| pero no por la pandemia;7;No la afectó| Se vio beneficiada;Clases de gimnasia| Clases de meditación;31;Mujer Cis
Ciudad Autónoma de Buenos Aires;Full-Time;250000;210000;;;3;3;Un sueldo;Performance grupal;Tres;35;6;Tech Manager;21;1;1;15;Amazon Web Services| Azure| *BSD| Docker| Firebase| Google Cloud Platform/App Engine| Kubernetes| Linux| OpenShift| SAP| VMWare| Windows Server;.NET| ABAP| Bash/Shell| HTML| Javascript| Perl| PHP| Python| SQL| VBA;.NET Core| Angular| Bootstrap| Cordova| Django| Flask| jQuery| Node.js| React.js| SAP| Vue.js| WordPress;ElasticSearch| HANA| MariaDB| Microsoft Azure (Tables| CosmosDB| SQL| etc)| Microsoft SQL Server| MongoDB| MySQL| Oracle| PostgreSQL| SQLite;OpenQA| Postman| Puppeteer| Selenium| SoapUI| Visual Studio Coded UI;Eclipse| Komodo| NetBeans| PHPStorm| Vi| Visual Studio;501-1000;;Producto basado en Software;10;0;Abono de celular| Abono de Internet| Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Horarios flexibles| Vacaciones flexibles (adicionales a las reglamentarias);;;;;;;;;;;;;;;;;;;;;;;;;40;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;196000;127000;Mi sueldo está dolarizado (pero cobro en moneda local);Cobro el 20% en dolares. a cambio oficial (103);4;4;No;No recibo bono;Tres;63;7;Developer;1;3;1;0;Firebase| Linux| VMWare;C++| Dart| Java| Javascript| Objective-C| PHP| Swift;Flutter| Node.js;MariaDB| MySQL;PHPUnit| Selenium;Android Studio| Vim| Visual Studio Code| Xcode;501-1000;;Producto basado en Software;8;9;Abono de Internet| Estacionamiento gratuito / subvencionado| Horarios flexibles| Vacaciones flexibles (adicionales a las reglamentarias);Universitario;Incompleto;Profesorado de Historia;UBA - Universidad de Buenos Aires;No;No;No;No;0;Bruto;En un trabajo anterior;;;4;0;1;Pareja;Sí;No;3;No;9;No la afectó;Pago de abono de Internet| Pago de 20% en dolares| para que no se escapen todes les devs;29;Es complicado
Ciudad Autónoma de Buenos Aires;Full-Time;150000;125000;;;3;3;No;No recibo bono;No;0;0;Developer;3;1;1;3;Amazon Web Services| Docker| Serverless;Java| Javascript| PHP| Python;Ninguno de los anteriores;Amazon DynamoDB| Amazon RDS/Aurora| ElasticSearch| Microsoft SQL Server| Redis;Postman| SoapUI;IntelliJ| PHPStorm| PyCharm| Sublime Text| WebStorm;101-200;;Otras industrias;7;5;Capacitaciones y/o cursos| Clases de idiomas;Universitario;En curso;Ingeniería en Sistemas de Información;UAI - Universidad Abierta Interamericana;Sí| de forma particular| Sí| los pagó un empleador;No;Sí;No;0;Bruto;Jamás;Visual;No;3;0;1;Pareja;Sí;No;4;No;9;Se vio beneficiada;Ninguna de las anteriores;25;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;306000;208329;;;3;3;3+ sueldos;Mix de las anteriores;Dos;50;7;Developer;5;2;2;0;Amazon Web Services| Docker| Kubernetes| Linux;Go| Java| Javascript| Python;Django| React.js;Amazon RDS/Aurora| MySQL| Redis| Mongo;Jest| jmeter;IntelliJ| PyCharm| Vim| Visual Studio Code;10001+;;Producto basado en Software;9;8;Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Comidas pagas / subvencionadas| Descuentos varios (Mercado Pago| Clarín 365| Club La Nación| etc)| Horarios flexibles| Licencia de paternidad / maternidad extendida| Vacaciones flexibles (adicionales a las reglamentarias);;;;;;;;;;;;;;;;;;;;;;;;;31;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;149000;114000;;;3;2;No;Ajuste de sueldo anual basado en performance;Uno;21;9;Finance;5;2;2;0;SAP;SQL| VBA;SAP| WordPress;Microsoft Azure (Tables| CosmosDB| SQL| etc)| Microsoft SQL Server;Ninguna de las anteriores;Ninguno de los anteriores;2001-5000;;Otras industrias;7;8;Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Vacaciones flexibles (adicionales a las reglamentarias);Posgrado;Completado;;;No;No;No;No;0;Porcentaje de mi sueldo;Jamás;;No;4;0;0;Vivo solo/a;No;No;3;No;6;Despidió a algunas personas| Nos obligaron a tomarnos vacaciones| Frenaron las contrataciones;Compra de accesorios (escritorio| monitor| teclado| mouse| etc);27;Mujer Cis
Ciudad Autónoma de Buenos Aires;Full-Time;225000;150000;;;3;2;Un sueldo;Mix de las anteriores;Uno;10;7;Developer;5;0;0;0;Ninguna de las anteriores;Go| Java| Javascript;React.js;Ninguna de las anteriores;Jest;Visual Studio Code;10001+;;Producto basado en Software;8;10;Descuento en gimnasios / Clases de gimnasia online| Comidas pagas / subvencionadas;;;;;;;;;;;;;;;;;;;;;;;;;27;Varón Cis
